comment
Warga bagi-bagi dollar dari brankas sahroni.
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
·
Terjemahkan postingan
man it was around 1.30ish and the satpam only said “masuknya pelan-pelan ya…” GONG MOMENT I WAS SHOOK
guys i also don’t know ada provokatornya atau ngga atau prosesnya gimana
and i just wanted go home capek coy udah jam segitu
"OIYA just to add up, tadi gue sm suami gue awalnya gatau ini rumah siapa dan kita kira nafa urbach, karena orang yg kita tanya blgnya ini rumahnya nafa. pas udah plg dan kita cari tau lagi baru tau ternyata itu rumahnya SMI"
nih deh gue share full nya aja anjir biar ga simpang siur
woi
"ga masuk akal bgt situasi mencekam gini tp seorang mentri, yg sentimennya udh negatif bgt di mata warga, rumahnya ga dijaga ketat? walaupun gaada orangnya juga aneh bgtttt

lagian alamatnya di doxx tp yg ngedoxx ga lgsg kena peringatan jg aneh sihh, wong tl kita bs dipantau 24/7"
"Guys, please stop ngejarah yaa, cukup. Thank you for your hardwork today but I'm afraid this is going to benefit the government. Please be safe and check ur friends&family"
"ga masuk akal asli. kalo yang sahroni tadi masih make sense, tapi yang eko patrio, uya kuya, sama ini tuh beneran aneh. orang orang yang ikut menjarah di sini juga pada pake helm, masker, dan ketutup banget. sedangkan yang di rumah ahmad sahroni ngga."
"WKWKKW NI KOMEN BUZZER SEMUA SAT, MANA ADA PENJARAHAN SE ADEM AYEM KEK OPEN HOUSE GITUUUU"
hah sus bgt
"dan bisa kita lihat, akhirnya kita sendiri bingung penjarahan ini terlepas dari adanya provokator atau murni organik itu itu terpecah jadi pro/kontra.

MENJARAH ITU SALAH YA GUYS! APAPUN ALASANNYA! karena ini akan jadi inspirasi dan rakyat yg lugu akan mudah diprovokasi!"
"klo sekelas mentri udah kena jarah aja ini udah aneh, pliss jgn pada ikut2an!!!"
"Logikanya sesudah terjadi penjarahan di rumah Sahroni, keamanan di rumah Eko, Uya; dll mustinya diperketat..."
"everything about rumah eko, uya, sampe menteri kaya sri dijarah easily kek gini ISNT SIT RIGHT WITH ME. sahroni okelah, but this? mana arus dan bentuk massanya aneh. MALEM LAGI, yg biasanya gerak pas malem kan “orang orang” itu, please be safe. be WISE"
wowwww deket gangnya abubasteak ya? mandar kah inii dkt stan???
"yg jarah rumah eko kyknya setingan, cuma mindahin barang aja mungkin, soalnya jelek bgt actingnya sama masa ga boleh ada videonya, ga tau yg rumah sri mulyani, nih yg si eko:"
"Hah? Wah ini ngga bener sih, siapa provokator yg mengerahkan penjarahan begini"
"Something aneh in the air... terlalu mudah. I mean kalo sahroni makes sense. Warga Priok jangan dites, dihina diem aja, dan emg tinggal masuk gang. Ini komplek segede gitu, portal an, no security jaga, too easy dan calm bgt"
"yg jarah rumah eko kyknya setingan, cuma mindahin barang aja mungkin, soalnya jelek bgt actingnya sama masa ga boleh ada videonya, ga tau yg rumah sri mulyani, nih yg si eko:"
"Aneh kalau terjadi pembiaran selevel menteri. Mungkin yang ngambil bukan warga, mungkin bagian dari agenda besar. Abaikan dan jangan ikut2an. Titik."
rumahnya gaada orang kh kak? boleh minta videonya kak?
"Jangan ngejarah tolong, bukannya mau membela, tpi malah akan memberikan alasan buat pemerintah untuk menjadi represif"
"Fix,gak natural,terlalu lancar,berlebihan.
Ada yg 'main',menunggangi kemarahan masy,kita tahu siapa yg ahli main begini.
Tuduhan : pres gagal melindungi rakyat,aparat brutal pelanggaran HAM menanti.

Hati2 skenario yg mau naik."
"Gua takutnya ini provokator si, takutnya pemerintah ngeliat polisi gabisa kerja dan pemerintah melakukan next step buat mgeluarin darurat militer"
Ini beneran kah?? Maksudnya beneran mereka jarah? Aduhh ini mulai pada kepancing provokator
inimah kyanya emg maling jir
"demi Allah, udahan jir jarahnya. ini bener2 mencurigakan cok ga bener. balik aja balik, kondisi bener2 ga kondusif"
"yg jarah rumah eko kyknya setingan, cuma mindahin barang aja mungkin, soalnya jelek bgt actingnya sama masa ga boleh ada videonya, ga tau yg rumah sri mulyani, nih yg si eko:"
Fishy fishy fishy
"WEY WARGA Pondok Aren, Bintaro dsk, 
UDAH NAPA jangan bikin bintaro target cok!!!"
"ini yg menjarah, anjing lu pada yaa, ini yang bikin rakyat makin sengsara anjing, gak jauh beda lu DPR anjing, masalahnya apa tindakan lu apa, bajingan lu bangsaaat!!!"
kak kok hampir sama tweets nya?
"terlalu fishy, stop penjarahan. WE'RE OUT OF CONTEXT NOW."
"Kayak rumah si eko ini, yang ""ngejarah"" orang suruhan mereka sendiri, enggak natural kayak rumah si bangsat sahroni,  dia rumah dia enggak ada seorang pun yang nhambil lukisan, yakin ini barang-barang bakal balik lagi."
"Kalo menteri dari artis yg modal tenar doang mah aku ga begitu kaget, tp ini menteri keuangan yg udah jabat lamaaaaa bggttt. Ibaratnya ini tuh ibu suri di kalangan menteri. Tapi kok bisa kena juga? Kok ada yg bukain akses ke sana? Kok alamat jelasnya kesebar? Aneh"
"masa iya tu rumah gak ada orang sama sekali, even saudara nya atau pembantunya gtu untuk meminta tolong. 
kek udah di rencanakan dan di setting buat ngejarah rumah tsb (kosong gak ada orang) padahal mah pengalihan isu doang"
"Kok sus bgt ya kaya kita seolah emng diarahin buat ngejarah rumah pejabat gini, dan kok semudah itu?"
"Aneh banget sih rumahnya ga dijaga ketat disituasi yg kaya gini, kek sengaja??"
"kalau seorang teknokrat dan guru besar rumahnya di jarah ini sudah kelewatan, bu Sri Mulyani hanya menjalani tugas dan dosen kalian juga belajarnya sama dia, miris banget"
"Alhamdulillah masih banyak orang waras yg gak ikut2an utk nge jarah, mending gak usah capek2 ikut demo, koar2 sampe urat leher pada keluar klo ujung2nya nge looting barang yg bukan milik kita, gosah pake embel2 narasi dari rakyat utk rakyat, ngejarah barang orang is maling, titik"
Knp sri mulyani juga kena ya?
"Hoax nih, itu bukan sri mulyani tapi Nafa Urbach, jan asal sebut nama dulu elu kalo belum yakin jadinya misskom gini"
"ga ada yg jagain setelah tau kemungkinan dia jdi target selanjutnya kek pasrah aja gitu? aneh bgt ini mah
udah anjir jgn ikut2an ini bisa jdi akal2an pemrenta buat bikin image pendemo jelek jdi ada alasan acab buat nembak2in"
Mencurigakan gak sih ada tni yang jaga giliran syaitanroni lancar lancar aja pas di jarah
Mencurigakan gak sih ada tni yang jaga giliran syaitanroni lancar lancar aja pas di jarah
"Ya Allah kenapa gak fokus dari tujuan awal, ini mah sudah provokasi arah penjarahan. Gak membenarkan cara seperti ini sih. Jiwanya sama seperti pejabat jiwa rampok kalau begini"
i’m from the Philippines and I’m delighted (and envious at the same time) to see our SEA neighbors staging a revolution. Here in the PH people seem to have a disdain for protests. You’ll be immediately called a “communist” (derogatory) or  “terrorist” if you join in any
"Gak akan membela orang-orang itu jika suatu saat udah ketangkep aparat. Karena ini ranahnya udah tindakan anarkis. Apapun itu alasannya tidak ada pembenaran dan udah melenceng dari gerakan awal. Please, stop."
Mana ada demonstran ngajak ngejarah jam 1 malam.ini fixed penyusup yg memprovokasi masa.
"Yang pasti rumah mereka yg dijarah lebih dari satu, rata2 mereka punya apartemen jg seperti Uya Kuya kan pernah tinggal di apartemen sebelah Kokas. Jadi kalo rumah ditarget ya ibarat bagai tumbal aja dikorbankan utk dijarah. Penjarahan ini pola yg sama spt dulu di tahun 98"
Tetep inget target utama kita ke atas. Soal menjarah begini udah gausah diterusin dulu. Bahkan ini udah sus bangett. Takutnya jadi legitimasi agenda mereka
"BRO THIS IS GONNA BE WORSE. Tapi, jujur janggal..."
"Jangan lupa rumah nya luhut, budi are, jokowi, dan bahlil, dan sigit liistio parabowo, juga"
Di x sendiri banyak juga yang malah ngajakin ngejarah yang lain. Gw kawatir makin gak terkendali ini.
"Ya cuma barang² yang mungkin beliau bisa memaklumi,atau setelah ini bisa beli yang lebih bagus"
"kak ini emg warga sekitar apa si provok"" ya?"
Eh gw ragu dah
"Ini mah udah beda tendensi lagi dari aksi menyuarakan demo, curiga banget ada oknum oknum yang menunggangi aksi ini"
"Ini aneh banget, hati² semua. Rumahnya engga dijaga ketat padahal keadaan lg kacau gini?? Dan dijarah semudah itu?"
Makin bau amis aja ini jarah menjarah
"Selama bukan rumah mulyono yg disentuh, artinya ini semua settingan."
